,quarter,ticker,industry,sector,debt_to_assets,mkt_cap,stock_price,book_to_market,earnings_yield,mkt_cap_rank
1795,2024Q1,CAT,Agricultural - Machinery,Industrials,0.452024695191125,180979777000.0,359.26,0.0994090831937422,0.0160886266213884,61
1796,2024Q2,CAT,Agricultural - Machinery,Industrials,0.4477176730344629,162286320000.0,327.78,0.1072673699498672,0.0167795472573067,74
1797,2024Q3,CAT,Agricultural - Machinery,Industrials,0.439314733462381,189380304000.0,386.44,0.1036639390496869,0.01317151433599,60
1798,2024Q4,CAT,Agricultural - Machinery,Industrials,0.4388131808030627,172274724000.0,359.7,0.1119100007268896,0.0160133444537114,73
1842,2024Q2,CCEP,Beverages - Non-Alcoholic,Consumer Defensive,0.3845986106351827,33626239403.0,70.9,0.2610278675463587,0.0244005641748942,370
1843,2024Q4,CCEP,Beverages - Non-Alcoholic,Consumer Defensive,0.3415755627009646,35385878565.0,76.02,0.2427564833754946,0.0177584846093133,369
1849,2024Q2,CCJ,Uranium,Energy,0.1676012550704805,22146150000.0,49.1,0.2802792842676084,0.0016293279022403,487
1851,2024Q4,CCJ,Uranium,Energy,0.1308177131599887,22477431913.0,51.39,0.2831420877895526,0.0060323020042809,495
1857,2024Q2,CCL,Leisure,Consumer Cyclical,0.6208697054613632,23718240000.0,18.72,0.2872894447480083,0.0037393162393162,468
1858,2024Q3,CCL,Leisure,Consumer Cyclical,0.6110229896596727,24024000000.0,18.48,0.3671709768789484,0.0741341991341991,469
1859,2024Q4,CCL,Leisure,Consumer Cyclical,0.5980572872439575,31748080000.0,24.92,0.2855908136807012,-0.0505617977528089,394
1872,2024Q1,CCZ,Broadcasting,Communication Services,0.3663605221527991,171622650000.0,55.37,0.3765752658081072,0.0175185118295105,66
1873,2024Q2,CCZ,Broadcasting,Communication Services,0.3737426443983165,152919800000.0,56.84,0.3749275771061658,0.0177691766361717,82
1874,2024Q3,CCZ,Broadcasting,Communication Services,0.3756016763564814,160480340000.0,57.64,0.38541790797169,0.0163081193615544,83
1875,2024Q4,CCZ,Broadcasting,Communication Services,0.3722348062251372,140523480221.0,61.07,0.3646577898038511,0.0203045685279187,91
1885,2024Q1,CDNS,Software - Application,Technology,0.1134738288015127,83922955680.0,311.28,0.0425103712219493,0.0029555384219994,157
1886,2024Q2,CDNS,Software - Application,Technology,0.1866475701246419,82971246500.0,307.75,0.0511062743831444,0.0027619821283509,158
1887,2024Q3,CDNS,Software - Application,Technology,0.3081902962911328,73425279360.0,271.03,0.0618453362862417,0.0032099767553407,185
1888,2024Q4,CDNS,Software - Application,Technology,0.2759137519023382,81798432240.0,300.46,0.073932595616258,0.004160287559076,164
1897,2024Q1,CDW,Information Technology Services,Technology,0.4687860044872961,34376832000.0,251.82,0.063191749775917,0.0063934556429195,379
1898,2024Q2,CDW,Information Technology Services,Technology,0.4541635199835761,30084096000.0,220.96,0.0734001342389875,0.0095039826212889,393
1899,2024Q3,CDW,Information Technology Services,Technology,0.4305160433200943,30346830000.0,223.99,0.0785649038304779,0.010580829501317,403
1900,2024Q4,CDW,Information Technology Services,Technology,0.4082120667102681,23234340000.0,172.87,0.1022513063042252,0.0114536935269277,484
1909,2024Q1,CEG,Renewable Utilities,Utilities,0.191929096012612,58597450000.0,183.59,0.1924291939091409,0.0151969061495724,231
1910,2024Q2,CEG,Renewable Utilities,Utilities,0.1777171795870666,63085050000.0,199.21,0.182068376436129,0.0129511570704281,204
1911,2024Q3,CEG,Renewable Utilities,Utilities,0.1622873017710383,81646280000.0,259.13,0.1549791394626082,0.014780226141319,165
1912,2024Q4,CEG,Renewable Utilities,Utilities,0.1589388958168008,70244940000.0,223.29,0.1877824188532065,0.0121366832370459,201
1921,2024Q1,CEMDX,,,0.0789783517593068,51382909086.0,12.33,0.8613905877455627,0.0267639902676399,267
1989,2024Q1,CHD,Household & Personal Products,Consumer Defensive,0.2792034106172983,25389054000.0,102.86,0.1637913280825738,0.0091386350379156,460
1990,2024Q2,CHD,Household & Personal Products,Consumer Defensive,0.2761666723730612,25329024000.0,102.51,0.1719229652544705,0.0097551458394303,443
1991,2024Q3,CHD,Household & Personal Products,Consumer Defensive,0.2551983568345988,25677344000.0,103.83,0.1651269855932345,-0.0029856496195704,446
1992,2024Q4,CHD,Household & Personal Products,Consumer Defensive,0.2481791266562348,25737718000.0,104.09,0.1708585414460475,0.0073974445191661,453
2036,2024Q1,CHT,Telecommunications Services,Communication Services,0.0821318820934751,30362647558.0,37.98,13.32201257412306,0.3185887309110058,412
2037,2024Q2,CHT,Telecommunications Services,Communication Services,0.0810247160035272,29951502867.0,37.46,12.56187431412594,0.3390282968499732,399
2038,2024Q3,CHT,Telecommunications Services,Communication Services,0.0853826199570078,30789542734.0,39.67,12.15661469256057,0.2924124023191328,397
2039,2024Q4,CHT,Telecommunications Services,Communication Services,0.080909275178412,29216209728.0,37.65,13.175928490728449,0.3081009296148738,419
2040,2024Q1,CHTR,Telecommunications Services,Communication Services,0.6617289454486504,41999033429.0,290.63,0.2827207921313819,0.0263221277913498,328
2041,2024Q2,CHTR,Telecommunications Services,Communication Services,0.6506382434678456,42849885378.0,298.96,0.3005608973308443,0.0287329408616537,305
2042,2024Q3,CHTR,Telecommunications Services,Communication Services,0.638109137650548,46056671006.0,324.08,0.3057063831775239,0.0277400641816835,291
2043,2024Q4,CHTR,Telecommunications Services,Communication Services,0.6261365151313159,48712802767.0,342.77,0.3178611508233191,0.0301076523616419,287
2052,2024Q1,CI,Medical - Healthcare Plans,Healthcare,0.2207387148275142,104041223350.0,357.06,0.4026095941399941,-0.0027166302582199,129
2053,2024Q2,CI,Medical - Healthcare Plans,Healthcare,0.2114139117407243,92934135810.0,326.32,0.450537454907002,0.0168852659965677,140
2054,2024Q3,CI,Medical - Healthcare Plans,Healthcare,0.2080830251397179,94851461160.0,343.31,0.4357387069593624,0.0077189711922169,142
2055,2024Q4,CI,Medical - Healthcare Plans,Healthcare,0.2048421552338001,77400385160.0,274.79,0.5454015283461394,0.0186688016303358,176
2081,2024Q1,CL,Household & Personal Products,Consumer Defensive,0.5243497676664052,74093140000.0,87.64,0.0031895629954778,0.0094705613874942,182
2082,2024Q2,CL,Household & Personal Products,Consumer Defensive,0.5264563106796116,79543688000.0,94.99,0.0015796915268287,0.0093694073060322,161
2083,2024Q3,CL,Household & Personal Products,Consumer Defensive,0.5029211875521641,84885437000.0,102.14,0.0052083409413026,0.008811435284903,155
2084,2024Q4,CL,Household & Personal Products,Consumer Defensive,0.5304748847064689,74337107000.0,89.89,0.0028842339378746,0.010012237178774,188
2146,2024Q1,CMCSA,Telecommunications Services,Communication Services,0.3663605221527991,171622650000.0,41.63,0.5008640996347561,0.0233005044439106,66
2147,2024Q2,CMCSA,Telecommunications Services,Communication Services,0.3737426443983165,152919800000.0,37.89,0.5624408414545914,0.0266561097915017,82
2148,2024Q3,CMCSA,Telecommunications Services,Communication Services,0.3756016763564814,160480340000.0,40.74,0.5452991707287239,0.0230731467844869,83
2149,2024Q4,CMCSA,Telecommunications Services,Communication Services,0.3722348062251372,140523480221.0,36.88,0.603840868311312,0.0336225596529284,91
2154,2024Q1,CMG,Restaurants,Consumer Cyclical,0.4942781981605823,79779708000.0,58.14,0.0421326310194065,0.0044719642242862,166
2155,2024Q2,CMG,Restaurants,Consumer Cyclical,0.479690263328862,86005920000.0,62.65,0.0431577268169446,0.005267358339984,149
2156,2024Q3,CMG,Restaurants,Consumer Cyclical,0.4975151109616753,78441447960.0,57.62,0.0458798563870096,0.0048594238111766,172
2157,2024Q4,CMG,Restaurants,Consumer Cyclical,0.4933108976232387,81677435400.0,60.3,0.0445310149128064,0.0039800995024875,165
2158,2024Q1,CMI,Industrial - Machinery,Industrials,0.2254061017375184,41634045000.0,286.74,0.2237861336118973,0.0491734672525632,332
2159,2024Q2,CMI,Industrial - Machinery,Industrials,0.2504469987228608,37967103000.0,271.08,0.2569886324437775,0.019551423933894,331
2160,2024Q3,CMI,Industrial - Machinery,Industrials,0.2531199301135655,44488746000.0,318.85,0.2357918009830335,0.0185039987454916,299
2161,2024Q4,CMI,Industrial - Machinery,Industrials,0.2409004438807863,47897640000.0,344.99,0.2166803307548985,0.0088118496188295,293
2190,2024Q1,CNC,Medical - Healthcare Plans,Healthcare,0.2178543764523625,41995354320.0,78.48,0.641928147446572,0.0276503567787971,329
2191,2024Q2,CNC,Medical - Healthcare Plans,Healthcare,0.2120355557693927,35112612600.0,66.3,0.7789508662195077,0.0325791855203619,360
2192,2024Q3,CNC,Medical - Healthcare Plans,Healthcare,0.2137800391009216,39280351200.0,75.28,0.6949491006726981,0.0181987247608926,342
2193,2024Q4,CNC,Medical - Healthcare Plans,Healthcare,0.235660137061071,31610038200.0,60.58,0.8354940868119546,-0.0955760977220204,398
2205,2024Q1,CNI,Railroads,Industrials,0.3741312308497123,84386597000.0,128.86,0.24047789767812,0.0180040353872419,156
2206,2024Q2,CNI,Railroads,Industrials,0.3844743276283618,75685891000.0,116.14,0.2631090090835253,0.0150680213535388,174
2207,2024Q3,CNI,Railroads,Industrials,0.3842624034066922,74390250000.0,115.79,0.2669085130125924,0.0147681146903877,182
2208,2024Q4,CNI,Railroads,Industrials,0.3744896349904498,64458850000.0,100.89,0.3285873833121439,0.0180394489047477,221
2233,2024Q1,CNQ,Oil & Gas Exploration & Production,Energy,0.1655040800210581,81742001760.0,36.33,0.5076714549448169,0.0126617120836774,160
2234,2024Q2,CNQ,Oil & Gas Exploration & Production,Energy,0.1576556409986305,76258261600.0,34.28,0.5396948975582038,0.0233372228704784,170
2235,2024Q3,CNQ,Oil & Gas Exploration & Production,Energy,0.1533943341191513,70849350506.0,32.36,0.581570022800367,0.0327564894932014,194
2236,2024Q4,CNQ,Oil & Gas Exploration & Production,Energy,0.2376199346290373,65443473869.0,30.46,0.6146599709030235,0.0177281680892974,216
2313,2024Q3,COO,Medical - Instruments & Supplies,Healthcare,0.2174925668979187,21968694000.0,110.34,0.3607406066104794,0.0048033351459126,494
2319,2024Q1,COP,Oil & Gas Exploration & Production,Energy,0.2044615513697193,149925784880.0,122.65,0.341415612464171,0.0176110884631064,81
2320,2024Q2,COP,Oil & Gas Exploration & Production,Energy,0.2019501218826176,133618487240.0,110.92,0.3839044231992528,0.0179408582762351,99
2321,2024Q3,COP,Oil & Gas Exploration & Production,Energy,0.189288410428236,127117282880.0,102.83,0.4176996950557086,0.0172128756199552,101
2322,2024Q4,COP,Oil & Gas Exploration & Production,Energy,0.1981104414399739,119739940570.0,97.54,0.550182434206753,0.0199917982366208,113
2323,2024Q1,COR,Medical - Distribution,Healthcare,0.0821922436769084,48453663940.0,240.36,0.0256007054214455,0.0087784989182892,286
2324,2024Q2,COR,Medical - Distribution,Healthcare,0.0708528728993405,44926171800.0,223.37,0.0208919944927504,0.0109235797107937,292
2325,2024Q3,COR,Medical - Distribution,Healthcare,0.065394440945856,44624360800.0,223.64,0.0145503780108185,7.601502414594885e-05,298
2326,2024Q4,COR,Medical - Distribution,Healthcare,0.118001997673889,44097943600.0,223.74,0.0052265883459196,0.0112630732099758,313
2343,2024Q1,COST,Discount Stores,Consumer Defensive,0.1797415677819157,325208595960.0,727.69,0.0642693080694482,0.0054006513762728,29
2344,2024Q2,COST,Discount Stores,Consumer Defensive,0.172033985657699,377406609870.0,845.62,0.0579997088790249,0.0044819185922754,24
2345,2024Q3,COST,Discount Stores,Consumer Defensive,0.1184574186249659,393626404760.0,883.22,0.0602354396543555,0.0060007699101016,25
2346,2024Q4,COST,Discount Stores,Consumer Defensive,0.1094622952606764,406835791510.0,914.07,0.0602450659822487,0.0044307328760379,21
2351,2024Q1,CP,Railroads,Industrials,0.2782974971837194,82209708000.0,87.55,0.5245393880459557,0.0094802969731581,158
2352,2024Q2,CP,Railroads,Industrials,0.2732631172093922,73407852000.0,78.31,0.6005949438316687,0.0123866683693014,182
2353,2024Q3,CP,Railroads,Industrials,0.2665126178169656,79807938082.0,85.23,0.5550020999127999,0.010559662090813,167
2354,2024Q4,CP,Railroads,Industrials,0.2578295951859956,67535684000.0,72.24,0.7105646416197527,0.017718715393134,212
2361,2024Q3,CPAY,Software - Infrastructure,Technology,0.4401044969413628,21926665320.0,312.76,0.141993337707474,0.0127254124568359,496
2362,2024Q4,CPAY,Software - Infrastructure,Technology,0.4452896472696405,23526281560.0,338.42,0.1319050935597852,0.0104012765203002,481
2372,2024Q1,CPNG,Specialty Retail,Consumer Cyclical,0.241955983677838,31915260000.0,17.79,0.1278071994400171,0.0001573917931422,394
2373,2024Q2,CPNG,Specialty Retail,Consumer Cyclical,0.2444883185258308,37479550000.0,20.95,0.1028827720717031,-0.0019093078758949,336
2374,2024Q3,CPNG,Specialty Retail,Consumer Cyclical,0.2460531146738465,44067250000.0,24.55,0.0950592560234641,0.0015885947046843,304
2375,2024Q4,CPNG,Specialty Retail,Consumer Cyclical,0.2427659019812304,39454100000.0,21.98,0.1037053887372358,0.0039444949954504,341
2380,2024Q1,CPRT,Auto - Dealerships,Consumer Cyclical,0.018000215831504,55633608000.0,57.92,0.1220053892603909,0.0058701657458563,243
2381,2024Q2,CPRT,Auto - Dealerships,Consumer Cyclical,0.0165415163248043,52091792080.0,54.16,0.1376656995978703,0.0073855243722304,246
2382,2024Q3,CPRT,Auto - Dealerships,Consumer Cyclical,0.0166161510929826,50435786000.0,52.4,0.1469194361224014,0.0062977099236641,269
2383,2024Q4,CPRT,Auto - Dealerships,Consumer Cyclical,0.0131767485537776,55276670640.0,57.39,0.142850716379542,0.0066213626067259,255
2420,2024Q1,CRH,Construction Materials,Basic Materials,0.3031748429844819,59329628000.0,84.91,0.3427161592064587,0.0018843481333176,229
2421,2024Q2,CRH,Construction Materials,Basic Materials,0.3012368776634445,51571244000.0,74.13,0.4078627419667954,0.0254957507082152,250
2422,2024Q4,CRH,Construction Materials,Basic Materials,0.3024321814553573,63422460000.0,92.16,0.3455939782740435,0.0111762152777777,222
2435,2024Q1,CRM,Software - Application,Technology,0.1261032026687236,292144600000.0,299.43,0.2053592547489715,0.0049761212971312,33
2436,2024Q2,CRM,Software - Application,Technology,0.1301310043668122,247844400000.0,255.6,0.2407232628301308,0.0061815336463223,38
2437,2024Q3,CRM,Software - Application,Technology,0.1235951399435886,263582729999.0,272.97,0.219017729822118,0.0054218412279737,37
2438,2024Q4,CRM,Software - Application,Technology,0.1249958969309043,320622470000.0,333.81,0.1820605257223603,0.0047931458015038,30
2471,2024Q1,CRWD,Software - Infrastructure,Technology,0.1214205328502735,77216025040.0,320.59,0.0298377182561066,0.000686234754671,176
2472,2024Q2,CRWD,Software - Infrastructure,Technology,0.1182399552176744,92881040910.0,383.19,0.0272987896685706,0.0004697408596257,141
2473,2024Q3,CRWD,Software - Infrastructure,Technology,0.1123230712113643,68460202770.0,280.47,0.0416726051715724,0.0006774343066994,199
2474,2024Q4,CRWD,Software - Infrastructure,Technology,0.1017545000242838,84012597760.0,342.16,0.036398505480519,-0.0002001987374327,156
2479,2024Q1,CSCO,Communication Equipment,Technology,0.1147033822918931,201736220000.0,48.06,0.2373266462544507,0.0135247607157719,51
2480,2024Q2,CSCO,Communication Equipment,Technology,0.260109920486512,190895409188.0,46.12,0.2455140366996493,0.0101908065915004,56
2481,2024Q3,CSCO,Communication Equipment,Technology,0.2488646684831971,212347800000.0,52.11,0.217104709026773,0.0103626943005181,50
2482,2024Q4,CSCO,Communication Equipment,Technology,0.2593547550128514,235675200000.0,58.41,0.1942752790210417,0.0116418421503167,41
2517,2024Q1,CSX,Railroads,Industrials,0.4361166412928914,72583060000.0,36.54,0.176070216752123,0.0125889436234263,186
2518,2024Q2,CSX,Railroads,Industrials,0.4487040271941834,65495100000.0,33.09,0.1961230563359437,0.0151103052281656,198
2519,2024Q3,CSX,Railroads,Industrials,0.4419652186027072,67126320000.0,34.28,0.1948435104197807,0.013418903150525,201
2520,2024Q4,CSX,Railroads,Industrials,0.4440417173323356,62474720000.0,32.14,0.2009223593061348,0.0118232731798382,226
2523,2024Q1,CTAS,Specialty Business Services,Industrials,0.2968521112054684,69141554037.0,170.13,0.0613127582940821,0.0057603009463351,201
2524,2024Q2,CTAS,Specialty Business Services,Industrials,0.2862273709781087,69988521077.0,173.75,0.0611611324461529,0.0058705035971223,189
2525,2024Q3,CTAS,Specialty Business Services,Industrials,0.3129478105313139,83954472353.0,204.75,0.0486899504009836,0.0054700854700854,158
2526,2024Q4,CTAS,Specialty Business Services,Industrials,0.3039188796618256,73108873060.0,182.02,0.0573220079006235,0.0060982309636303,191
2549,2024Q1,CTSH,Information Technology Services,Technology,0.0693720121686223,36425130000.0,71.88,0.3776134827887749,0.0153032832498608,369
2550,2024Q2,CTSH,Information Technology Services,Technology,0.0745425188374596,33796000000.0,66.98,0.4174945162164387,0.0170200059719319,367
2551,2024Q3,CTSH,Information Technology Services,Technology,0.1019143027177147,38358460000.0,76.32,0.3817753770203557,0.0153301886792452,348
2552,2024Q4,CTSH,Information Technology Services,Technology,0.04547731142943,38142400000.0,76.35,0.3804634852229757,0.014407334643091,353
2553,2024Q1,CTVA,Agricultural Inputs,Basic Materials,0.1063610315186246,40392068000.0,57.02,0.620154720427331,0.0105226236408277,345
2554,2024Q2,CTVA,Agricultural Inputs,Basic Materials,0.1139301562801466,37536846000.0,53.49,0.6764240547773728,0.0282295756216115,335
2555,2024Q3,CTVA,Agricultural Inputs,Basic Materials,0.1363940059177245,40406367000.0,58.47,0.612171408885387,-0.012998118693347,334
2556,2024Q4,CTVA,Agricultural Inputs,Basic Materials,0.0662094304960196,39513152000.0,56.81,0.6092633486464885,-0.0010561520859003,339
2566,2024Q2,CUK,Leisure,Consumer Cyclical,0.6208697054613632,23718240000.0,17.22,0.3123146577051519,0.0040650406504065,468
2567,2024Q3,CUK,Leisure,Consumer Cyclical,0.6110229896596727,24024000000.0,16.67,0.4070377716090562,0.0821835632873425,469
2568,2024Q4,CUK,Leisure,Consumer Cyclical,0.5980572872439575,31748080000.0,22.51,0.3161671735638861,-0.0559751221679253,394
2583,2024Q1,CVE,Oil & Gas Integrated,Energy,0.178674037167691,37337182070.0,19.24,0.82732415758613,0.0322245322245322,366
2584,2024Q2,CVE,Oil & Gas Integrated,Energy,0.1787857142857143,36720810380.0,19.15,0.8428663290545909,0.0276762402088772,346
