ticker,company_name,quarter_end_date,stock_price,market_cap,industry,sector,isETF,isFund,mkt_cap_rank
ACVA,ACV Auctions Inc.,2023-03-31,12.91,2058678316.0,Auto - Dealerships,Consumer Cyclical,False,False,1909
ACVA,ACV Auctions Inc.,2023-06-30,17.27,2770591335.0,Auto - Dealerships,Consumer Cyclical,False,False,1708
ACVA,ACV Auctions Inc.,2023-09-30,15.18,2435296842.0,Auto - Dealerships,Consumer Cyclical,False,False,1762
ACVA,ACV Auctions Inc.,2023-12-31,15.15,2441793205.0,Auto - Dealerships,Consumer Cyclical,False,False,1857
ADBE,Adobe Inc.,2023-03-31,385.369995,176499460000.0,Software - Infrastructure,Technology,False,False,60
ADBE,Adobe Inc.,2023-06-30,488.98999,222979440000.0,Software - Infrastructure,Technology,False,False,44
ADBE,Adobe Inc.,2023-09-30,509.9,232004500000.0,Software - Infrastructure,Technology,False,False,41
ADBE,Adobe Inc.,2023-12-31,596.6,270259800000.0,Software - Infrastructure,Technology,False,False,37
ADC,Agree Realty Corporation,2023-03-31,62.57,6384426020.0,REIT - Retail,Real Estate,False,False,1063
ADC,Agree Realty Corporation,2023-06-30,60.3,6359513800.0,REIT - Retail,Real Estate,False,False,1100
ADC,Agree Realty Corporation,2023-09-30,51.55,5372374099.0,REIT - Retail,Real Estate,False,False,1179
ADC,Agree Realty Corporation,2023-12-31,59.5,6312580613.0,REIT - Retail,Real Estate,False,False,1153
ADEA,Adeia Inc.,2023-06-30,10.64,1176991020.0,Software - Application,Technology,False,False,2424
ADEA,Adeia Inc.,2023-09-30,10.37,1141713360.0,Software - Application,Technology,False,False,2393
ADEA,Adeia Inc.,2023-12-31,12.09,1328728380.0,Software - Application,Technology,False,False,2352
ADI,"Analog Devices, Inc.",2023-03-31,189.5,99539892300.0,Semiconductors,Technology,False,False,132
ADI,"Analog Devices, Inc.",2023-06-30,188.08,97408506580.0,Semiconductors,Technology,False,False,132
ADI,"Analog Devices, Inc.",2023-09-30,169.85,87032511570.0,Semiconductors,Technology,False,False,146
ADI,"Analog Devices, Inc.",2023-12-31,193.52,98439098400.0,Semiconductors,Technology,False,False,146
ADKSX,Adirondack Small Cap Fund,2023-03-31,23.34,19016255617.0,Asset Management,Financial Services,False,True,552
ADKSX,Adirondack Small Cap Fund,2023-06-30,23.64,19342486551.0,Asset Management,Financial Services,False,True,563
ADKSX,Adirondack Small Cap Fund,2023-09-30,24.15,19721884400.0,Asset Management,Financial Services,False,True,530
ADKSX,Adirondack Small Cap Fund,2023-12-31,26.49,21556742081.0,Asset Management,Financial Services,False,True,529
ADM,Archer-Daniels-Midland Company,2023-03-31,73.96,43414700000.0,Agricultural Farm Products,Consumer Defensive,False,False,294
ADM,Archer-Daniels-Midland Company,2023-06-30,70.57,40802400000.0,Agricultural Farm Products,Consumer Defensive,False,False,322
ADM,Archer-Daniels-Midland Company,2023-09-30,70.82,40726800000.0,Agricultural Farm Products,Consumer Defensive,False,False,302
ADM,Archer-Daniels-Midland Company,2023-12-31,68.23,37644107495.0,Agricultural Farm Products,Consumer Defensive,False,False,366
ADNT,Adient plc,2023-03-31,40.959999,3854336000.0,Auto - Parts,Consumer Cyclical,False,False,1419
ADNT,Adient plc,2023-06-30,38.32,3590584000.0,Auto - Parts,Consumer Cyclical,False,False,1488
ADNT,Adient plc,2023-09-30,36.7,3438790000.0,Auto - Parts,Consumer Cyclical,False,False,1495
ADNT,Adient plc,2023-12-31,36.36,3377844000.0,Auto - Parts,Consumer Cyclical,False,False,1592
ADP,"Automatic Data Processing, Inc.",2023-03-31,212.02,91812612000.0,Staffing & Employment Services,Industrials,False,False,139
ADP,"Automatic Data Processing, Inc.",2023-06-30,210.53,90487543000.0,Staffing & Employment Services,Industrials,False,False,139
ADP,"Automatic Data Processing, Inc.",2023-09-30,231.6,99046786000.0,Staffing & Employment Services,Industrials,False,False,130
ADP,"Automatic Data Processing, Inc.",2023-12-31,225.63,95773967000.0,Staffing & Employment Services,Industrials,False,False,150
ADSK,"Autodesk, Inc.",2023-03-31,208.16,44754400000.0,Software - Application,Technology,False,False,288
ADSK,"Autodesk, Inc.",2023-06-30,204.61,43786540000.0,Software - Application,Technology,False,False,295
ADSK,"Autodesk, Inc.",2023-09-30,206.91,44278740000.0,Software - Application,Technology,False,False,282
ADSK,"Autodesk, Inc.",2023-12-31,243.48,52104720000.0,Software - Application,Technology,False,False,259
ADT,ADT Inc.,2023-03-31,6.79,6596116980.0,Security & Protection Services,Industrials,False,False,1044
ADT,ADT Inc.,2023-06-30,5.7,5500373040.0,Security & Protection Services,Industrials,False,False,1187
ADT,ADT Inc.,2023-09-30,5.7,5473008000.0,Security & Protection Services,Industrials,False,False,1168
ADT,ADT Inc.,2023-12-31,6.52,6226660000.0,Security & Protection Services,Industrials,False,False,1163
ADTX,"Aditxt, Inc.",2023-03-31,364580.4,56307984458.0,Biotechnology,Healthcare,False,False,222
ADTX,"Aditxt, Inc.",2023-06-30,180000.0,36584460000.0,Biotechnology,Healthcare,False,False,369
ADTX,"Aditxt, Inc.",2023-09-30,124900.0,25385550300.0,Biotechnology,Healthcare,False,False,446
ADTX,"Aditxt, Inc.",2023-12-31,66300.0,48841353600.0,Biotechnology,Healthcare,False,False,274
ADUS,Addus HomeCare Corporation,2023-03-31,106.76,1708373413.0,Medical - Care Facilities,Healthcare,False,False,2084
ADUS,Addus HomeCare Corporation,2023-06-30,92.699997,1484312400.0,Medical - Care Facilities,Healthcare,False,False,2223
ADUS,Addus HomeCare Corporation,2023-09-30,85.19,1364062280.0,Medical - Care Facilities,Healthcare,False,False,2226
ADUS,Addus HomeCare Corporation,2023-12-31,92.85,1506676950.0,Medical - Care Facilities,Healthcare,False,False,2248
ADX,"Adams Diversified Equity Fund, Inc.",2023-03-31,12.26,1878654543.0,Asset Management,Financial Services,False,True,1999
ADX,"Adams Diversified Equity Fund, Inc.",2023-06-30,13.29,2030879927.0,Asset Management,Financial Services,False,True,1952
ADX,"Adams Diversified Equity Fund, Inc.",2023-09-30,13.2,2017534571.0,Asset Management,Financial Services,False,True,1921
ADX,"Adams Diversified Equity Fund, Inc.",2023-12-31,15.02,2147267864.0,Asset Management,Financial Services,False,True,1963
AEE,Ameren Corporation,2023-03-31,80.38,22686014000.0,Regulated Electric,Utilities,False,False,499
AEE,Ameren Corporation,2023-06-30,76.57,21462876000.0,Regulated Electric,Utilities,False,False,532
AEE,Ameren Corporation,2023-09-30,70.72,19665324000.0,Regulated Electric,Utilities,False,False,531
AEE,Ameren Corporation,2023-12-31,68.92,19061590000.0,Regulated Electric,Utilities,False,False,578
AEG,Aegon N.V.,2023-03-31,3.89,8373733518.0,Insurance - Diversified,Financial Services,False,False,921
AEG,Aegon N.V.,2023-06-30,4.71,11322999998.0,Insurance - Diversified,Financial Services,False,False,787
AEG,Aegon N.V.,2023-09-30,4.57,8809028155.0,Insurance - Diversified,Financial Services,False,False,886
AEG,Aegon N.V.,2023-12-31,5.48,3471020046.0,Insurance - Diversified,Financial Services,False,False,1570
AEHR,Aehr Test Systems,2023-06-30,41.25,1181771250.0,Semiconductors,Technology,False,False,2422
AEHR,Aehr Test Systems,2023-09-30,45.7,1316205700.0,Semiconductors,Technology,False,False,2258
AEIS,"Advanced Energy Industries, Inc.",2023-03-31,97.18,3682154000.0,Electrical Equipment & Parts,Industrials,False,False,1462
AEIS,"Advanced Energy Industries, Inc.",2023-06-30,110.64,4187733750.0,Electrical Equipment & Parts,Industrials,False,False,1377
AEIS,"Advanced Energy Industries, Inc.",2023-09-30,102.46,3874734000.0,Electrical Equipment & Parts,Industrials,False,False,1403
AEIS,"Advanced Energy Industries, Inc.",2023-12-31,108.34,4062389240.0,Electrical Equipment & Parts,Industrials,False,False,1460
AEM,Agnico Eagle Mines Limited,2023-03-31,48.24,23903298960.0,Gold,Basic Materials,False,False,480
AEM,Agnico Eagle Mines Limited,2023-06-30,47.68,24697017240.0,Gold,Basic Materials,False,False,481
AEM,Agnico Eagle Mines Limited,2023-09-30,43.71,22510748700.0,Gold,Basic Materials,False,False,484
AEM,Agnico Eagle Mines Limited,2023-12-31,53.15,27232970150.0,Gold,Basic Materials,False,False,460
AEO,"American Eagle Outfitters, Inc.",2023-03-31,12.6,2613905280.0,Apparel - Retail,Consumer Cyclical,False,False,1719
AEO,"American Eagle Outfitters, Inc.",2023-06-30,11.14,2304882200.0,Apparel - Retail,Consumer Cyclical,False,False,1856
AEO,"American Eagle Outfitters, Inc.",2023-09-30,15.82,3244647230.0,Apparel - Retail,Consumer Cyclical,False,False,1537
AEO,"American Eagle Outfitters, Inc.",2023-12-31,20.27,4179607840.0,Apparel - Retail,Consumer Cyclical,False,False,1439
